Program,Task Code,Task Name,Task Type,Contract,Parent WBS,Current Planned Start,Current Planned Completed,Current Planned Duration (Days),Actual Start,Actual Completed,Actual Duration (Days),Delay (Days),Overrun (Days),Overrun (%),Current Early Start,Current Early End,Current Late Start,Current Late End,Predecessors,Successors
825_2017-07 Progress,8250DA1060,"Revise AIP for TTM Schemes for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",20-May-2010,05-Jun-2010,16,20-May-2010,04-Jun-2010,15,0,-1,-6.25,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1080,"Re-Submit AIP for TTM Schemes for Ground Treament Works  at the Footbridge with ICE Certificate",TT_FinMile,,"TTMS",04-Jun-2010,04-Jun-2010,0,04-Jun-2010,04-Jun-2010,,0,,,,,,,1,1
825_2017-07 Progress,8250DA1040,"Engineer Review on AIP for TTM Schemes for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",06-May-2010,22-May-2010,16,06-May-2010,20-May-2010,14,0,-2,-12.50,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,2
825_2017-07 Progress,8250DA1160,"Engineer Review on DDA for TTM Schemes and Excavation Permit Application for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",19-Jun-2010,06-Jul-2010,17,19-Jun-2010,05-Jul-2010,16,0,-1,-5.88,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1180,"Revise DDA for TTM Schemes and Excavation Permit Application for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",05-Jul-2010,28-Jul-2010,23,05-Jul-2010,26-Jul-2010,21,0,-2,-8.70,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1200,"Re-Submit DDA for TTM Schemes & Excavation Permit App for Ground Treament Works at the Footbridge with ICE Certificate",TT_FinMile,,"TTMS",26-Jul-2010,26-Jul-2010,0,26-Jul-2010,26-Jul-2010,,0,,,,,,,1,1
825_2017-07 Progress,8250DA1220,"Engineer Review & Approval on DDA for TTM Schemes & Excavation Permit App for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",26-Jul-2010,10-Aug-2010,15,26-Jul-2010,09-Aug-2010,14,0,-1,-6.67,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1000,"Prepare AIP for TTM Schemes for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",14-Apr-2010,07-May-2010,23,14-Apr-2010,05-May-2010,21,0,-2,-8.70,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1020,"Submit AIP for TTM Schemes for Ground Treament Works  at the Footbridge with ICE Certificate",TT_FinMile,,"TTMS",05-May-2010,05-May-2010,0,05-May-2010,05-May-2010,,0,,,,,,,1,1
825_2017-07 Progress,8250DA1140,"Submit DDA for TTM Schemes & Excavation Permit App for Ground Treament Works at the Footbridge with ICE Cert",TT_FinMile,,"TTMS",19-Jun-2010,19-Jun-2010,0,19-Jun-2010,19-Jun-2010,,0,,,,,,,1,1
825_2017-07 Progress,8250DA1100,"Engineer Review and Approval on AIP for TTM Schemes for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",04-Jun-2010,07-Jul-2010,33,04-Jun-2010,05-Jul-2010,31,0,-2,-6.06,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1120,"Prepare DDA for TTM Schemes and Excavation Permit Application for Ground Treament Works at the Footbridge",TT_Task,,"TTMS",20-May-2010,22-Jun-2010,33,20-May-2010,19-Jun-2010,30,0,-3,-9.09,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1780,"Engineer Review on AIP for Design of Cross Passages & Groundrd Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",26-Jan-2012,25-Feb-2012,30,23-Nov-2011,13-Jan-2012,51,-64,21,70.00,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,2
825_2017-07 Progress,8250DA1800,"Revise AIP for Design of Cross Passages & Ground Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",23-Feb-2012,09-Mar-2012,15,23-Feb-2012,13-Nov-2012,264,0,249,1660.00,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1820,"Re-Submit AIP for Design of Cross Passages & Ground Treatment Works from within the Tunnel with ICE Certificate",TT_FinMile,,"CROSS PASSAGES",31-Jan-2013,31-Jan-2013,0,13-Nov-2012,13-Nov-2012,,-79,,,,,,,1,1
825_2017-07 Progress,8250DA1840,"Engineer Review & Approval on AIP for Design of Cross Passages & Ground Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",28-Feb-2013,02-Apr-2013,33,31-Jan-2013,27-Feb-2013,27,-28,-6,-18.18,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,3
825_2017-07 Progress,8250DA1860,"Prepare DDA for Design of Cross Passages & Ground Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",31-Aug-2012,03-Oct-2012,33,03-Oct-2012,15-Feb-2013,135,33,102,309.09,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1880,"Submit DDA for Design of Cross Passages & Ground Treatment Works from within the Tunnel with ICE Certificate",TT_FinMile,,"CROSS PASSAGES",12-Mar-2013,12-Mar-2013,0,15-Feb-2013,15-Feb-2013,,-25,,,,,,,1,1
825_2017-07 Progress,8250DA1900,"Engineer Review on DDA for Design of Cross Passages & Grd Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",28-Feb-2013,10-Apr-2013,41,17-Apr-2013,08-May-2013,21,48,-20,-48.78,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1920,"Revise DDA for Design of Cross Passages & Grd Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",14-Mar-2013,15-Apr-2013,32,09-May-2013,23-May-2013,14,56,-18,-56.25,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1740,"Prepare AIP for Design of Cross Passages & Ground Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",31-Dec-2011,27-Jan-2012,27,01-Nov-2011,23-Nov-2011,22,-60,-5,-18.52,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1760,"Submit AIP for Design of Cross Passages & Ground Treatment Works from within the Tunnel with ICE Certifcate",TT_FinMile,,"CROSS PASSAGES",21-Jan-2012,21-Jan-2012,0,23-Nov-2011,23-Nov-2011,,-59,,,,,,,1,1
825_2017-07 Progress,8250DA1940,"Re-Submit DDA for Design of Cross Passages & Grd Treatment Works from within the Tunnel with ICE Cert",TT_FinMile,,"CROSS PASSAGES",06-Apr-2013,06-Apr-2013,0,19-Sep-2013,19-Sep-2013,,166,,,,,,,1,1
825_2017-07 Progress,8250DA1960,"Engineer Review & Approval on DDA for Design of Cross Passages & Grd Treatment Works from within the Tunnel",TT_Task,,"CROSS PASSAGES",08-Apr-2013,16-May-2013,38,15-Apr-2013,11-May-2013,26,7,-12,-31.58,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,4
825_2017-07 Progress,8250DA1850,"Prepare DDA for Design for Ground Treament Works at CP15",TT_Task,,"CROSS PASSAGES",31-Jul-2012,15-Aug-2012,15,02-Sep-2011,14-Sep-2011,12,-333,-3,-20.00,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1852,"Submit DDA for Design for Ground Treament Works at CP15",TT_FinMile,,"CROSS PASSAGES",13-Aug-2012,13-Aug-2012,0,15-Sep-2011,15-Sep-2011,,-333,,,,,,,1,1
825_2017-07 Progress,8250DA1854,"Engineer Review on DDA for Ground Treament Works at CP15",TT_Task,,"CROSS PASSAGES",14-Aug-2012,29-Aug-2012,15,16-Sep-2011,04-Oct-2011,18,-333,3,20.00,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1856,"Revise DDA for Design  for Ground Treament Works at CP15",TT_Task,,"CROSS PASSAGES",28-Aug-2012,12-Sep-2012,15,05-Oct-2011,30-May-2012,238,-328,223,1486.67,31-Jul-2017,31-Jul-2017,13-Jul-2016,13-Jul-2016,1,1
825_2017-07 Progress,8250DA1857,"Re-Submit DDA for Design for Ground Treament Works at CP15 with ICE Certificate",TT_FinMile,,"CROSS PASSAGES",10-Sep-2012,10-Sep-2012,0,31-May-2012,31-May-2012,,-102,,,,,,,1,1
